Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Masculino,Universitario,Ciencias,16.7,54,No,27,1,Bajo,10,80,5,8,2015-09-23,24
Femenino,Primaria,Ciencias,18.96,80,No,12,5,Alto,8,98,9,4,2016-09-10,8
Femenino,Universitario,Matematicas,19.86,69,No,16,2,Medio,9,98,2,10,2017-07-04,23
Masculino,Primaria,Ciencias,13.87,89,Si,19,4,Bajo,6,79,9,6,2016-08-14,8
Masculino,Universitario,Ciencias,13.11,67,Si,24,1,Medio,6,89,10,9,2017-07-21,22
Masculino,Primaria,Matematicas,8.81,65,Si,16,2,Medio,6,73,8,8,2015-05-25,10
Masculino,Universitario,Ciencias,17.53,77,Si,7,4,Bajo,10,93,6,10,2015-10-08,17
Masculino,Primaria,Artes,17.62,69,Si,7,1,Medio,8,83,8,6,2017-11-15,11
Masculino,Universitario,Artes,18.84,64,Si,8,2,Medio,7,93,10,2,2015-10-12,17
Femenino,Primaria,Artes,18.2,87,No,7,4,Medio,9,73,10,7,2015-01-01,6
Femenino,Universitario,Matematicas,10.42,99,No,11,2,Medio,5,74,2,9,2016-08-02,20
Femenino,Secundaria,Matematicas,9.92,83,No,15,3,Medio,9,91,4,5,2016-07-31,14
Femenino,Secundaria,Ciencias,12.56,53,Si,18,1,Bajo,7,99,9,9,2016-09-24,12
Femenino,Universitario,Ciencias,17.67,93,Si,10,1,Bajo,6,83,1,1,2015-06-28,23
Femenino,Secundaria,Matematicas,11.08,55,Si,25,5,Alto,9,81,7,10,2017-12-20,15
Femenino,Universitario,Ciencias,19.56,81,No,28,1,Medio,7,72,6,4,2017-05-14,17
Femenino,Secundaria,Artes,14.92,57,Si,27,1,Bajo,10,75,2,9,2015-06-12,14
Femenino,Secundaria,Artes,13.61,65,No,22,2,Bajo,8,73,3,5,2016-03-11,14
Femenino,Secundaria,Artes,9.6,99,No,17,3,Bajo,5,92,3,9,2017-08-15,16
Masculino,Universitario,Artes,8.05,89,No,11,1,Medio,8,74,8,6,2017-01-09,20
Femenino,Secundaria,Ciencias,18.82,56,Si,5,1,Medio,8,70,9,5,2015-06-24,12
Femenino,Primaria,Ciencias,19.16,80,No,5,4,Medio,5,94,4,1,2016-08-18,6
Femenino,Primaria,Artes,19.79,72,Si,22,4,Medio,7,83,6,4,2016-04-15,8
Masculino,Primaria,Artes,17.57,62,No,14,2,Medio,6,88,4,3,2015-01-21,9
Femenino,Secundaria,Artes,17.52,82,No,23,1,Bajo,10,99,1,7,2015-03-19,16
Masculino,Secundaria,Matematicas,12.78,86,Si,7,5,Bajo,10,89,9,7,2015-08-09,13
Masculino,Universitario,Ciencias,11.08,99,No,10,1,Medio,5,71,6,3,2015-05-24,18
Masculino,Universitario,Matematicas,11.5,85,No,6,5,Medio,6,80,5,10,2016-05-23,22
Femenino,Universitario,Ciencias,9.92,64,No,29,5,Medio,6,70,7,7,2015-09-07,22
Masculino,Universitario,Ciencias,16.04,67,Si,14,2,Alto,8,94,7,8,2017-08-27,24
Masculino,Universitario,Ciencias,14.65,73,No,6,5,Alto,7,99,3,1,2015-01-01,17
Masculino,Secundaria,Artes,19.29,93,Si,12,1,Medio,6,88,1,7,2017-05-30,14
Femenino,Primaria,Artes,8.56,94,Si,7,5,Bajo,6,75,1,4,2015-08-08,8
Femenino,Universitario,Artes,14.12,95,No,24,4,Alto,9,87,6,3,2017-12-10,19
Femenino,Universitario,Artes,17.79,86,No,17,3,Bajo,9,77,1,8,2017-08-01,21
Masculino,Secundaria,Ciencias,8.01,50,Si,19,1,Medio,8,77,7,2,2015-07-02,13
Masculino,Primaria,Matematicas,14.59,93,Si,11,4,Alto,8,95,4,5,2017-03-31,7
Masculino,Universitario,Matematicas,15.76,63,Si,5,4,Medio,7,90,3,3,2015-09-08,18
Femenino,Primaria,Ciencias,18.67,96,Si,14,1,Alto,7,84,9,2,2016-09-11,8
Femenino,Secundaria,Ciencias,15.92,65,No,7,5,Alto,5,80,10,3,2015-06-06,13
Masculino,Primaria,Ciencias,10.96,70,Si,10,4,Alto,8,76,9,8,2015-09-02,10
Masculino,Universitario,Matematicas,18.49,67,No,23,1,Medio,7,85,9,2,2016-03-24,21
Femenino,Secundaria,Artes,13.6,62,Si,27,3,Medio,10,96,2,5,2015-11-06,14
Femenino,Primaria,Matematicas,13.27,57,Si,14,2,Medio,9,77,7,8,2016-11-12,8
Masculino,Primaria,Artes,18.91,81,Si,9,4,Alto,10,98,9,10,2017-11-26,8
Masculino,Universitario,Artes,19.78,92,No,24,4,Medio,6,71,7,9,2017-02-01,19
Femenino,Universitario,Ciencias,13.21,91,No,8,5,Alto,10,74,8,8,2016-09-26,23
Femenino,Primaria,Matematicas,10.67,89,No,27,1,Alto,6,72,3,7,2015-11-18,10
Masculino,Secundaria,Artes,10.15,60,Si,22,4,Alto,8,70,6,8,2016-11-03,15
Femenino,Universitario,Matematicas,18.36,76,No,21,1,Bajo,6,98,6,10,2017-11-29,17
Masculino,Primaria,Artes,9.0,95,No,20,1,Alto,10,98,9,4,2016-01-05,8
Masculino,Secundaria,Ciencias,11.76,88,Si,7,5,Alto,5,88,2,1,2015-11-28,12
Masculino,Primaria,Artes,13.78,82,No,9,1,Alto,7,77,6,2,2015-06-09,11
Femenino,Primaria,Matematicas,18.27,84,Si,18,3,Medio,8,81,3,5,2017-08-07,7
Masculino,Universitario,Matematicas,14.12,99,No,21,4,Bajo,5,81,3,3,2015-10-27,20
Femenino,Primaria,Ciencias,11.98,58,No,25,5,Medio,6,93,3,5,2016-03-27,10
Femenino,Secundaria,Ciencias,14.35,89,Si,18,5,Alto,7,84,5,4,2017-04-22,14
Masculino,Secundaria,Artes,16.68,82,Si,5,3,Medio,6,84,6,5,2017-12-30,12
Femenino,Universitario,Matematicas,10.85,91,No,28,4,Bajo,5,98,4,2,2017-02-06,23
Masculino,Secundaria,Ciencias,18.41,53,No,11,4,Medio,10,79,2,9,2016-05-15,14
Masculino,Secundaria,Ciencias,9.36,93,Si,12,5,Medio,8,81,6,6,2017-05-15,12
Femenino,Primaria,Artes,12.73,87,No,27,2,Medio,9,86,2,2,2015-05-16,10
Femenino,Secundaria,Matematicas,19.69,63,No,17,3,Bajo,7,90,5,8,2016-02-19,12
Masculino,Primaria,Matematicas,8.7,63,Si,22,4,Medio,6,85,9,6,2015-01-23,11
Femenino,Secundaria,Ciencias,11.33,76,No,14,3,Bajo,5,82,10,3,2016-02-20,14
Masculino,Universitario,Artes,11.25,81,Si,28,2,Alto,5,96,1,7,2016-02-02,23
Masculino,Universitario,Artes,10.29,72,Si,9,2,Alto,6,73,3,8,2016-07-27,18
Femenino,Universitario,Ciencias,17.98,50,No,14,2,Medio,5,77,8,9,2016-06-15,18
Masculino,Universitario,Artes,19.64,51,Si,20,4,Bajo,7,78,6,9,2017-11-02,19
Masculino,Secundaria,Ciencias,17.24,82,No,12,4,Medio,5,99,4,8,2017-10-18,12
Masculino,Secundaria,Artes,8.39,58,Si,19,4,Alto,7,70,5,2,2016-10-24,14
Masculino,Primaria,Matematicas,12.43,91,No,18,3,Bajo,6,72,6,9,2016-12-15,6
Masculino,Primaria,Artes,12.45,78,Si,12,4,Bajo,5,98,2,8,2016-02-01,9
Femenino,Universitario,Ciencias,16.39,88,No,15,1,Bajo,5,76,10,4,2015-02-04,20
Masculino,Secundaria,Ciencias,15.65,56,No,8,3,Alto,8,70,6,8,2017-05-26,12
Femenino,Universitario,Matematicas,14.73,60,Si,13,4,Alto,7,72,1,1,2016-09-19,23
Femenino,Primaria,Ciencias,11.11,71,Si,21,2,Alto,7,81,5,6,2015-08-14,8
Femenino,Secundaria,Ciencias,16.94,93,Si,10,2,Alto,9,88,7,2,2016-08-03,12
Masculino,Secundaria,Artes,16.75,79,Si,20,5,Alto,5,77,2,6,2017-08-13,13
Masculino,Primaria,Artes,17.44,84,Si,18,2,Bajo,5,75,6,1,2017-10-06,8
Masculino,Secundaria,Matematicas,9.43,93,Si,5,2,Medio,7,79,6,7,2016-08-24,16
Masculino,Universitario,Ciencias,15.12,82,No,26,5,Bajo,9,96,3,9,2017-09-14,22
Femenino,Primaria,Ciencias,10.34,99,Si,15,2,Bajo,5,96,5,9,2015-06-08,7
Masculino,Universitario,Matematicas,16.15,58,Si,21,5,Medio,8,76,6,7,2017-03-06,22
Masculino,Secundaria,Artes,11.01,62,No,15,5,Alto,5,89,3,8,2015-04-17,13
Masculino,Primaria,Matematicas,10.29,83,No,6,1,Medio,6,99,3,3,2017-05-29,6
Femenino,Primaria,Ciencias,14.52,83,No,7,3,Medio,5,79,3,7,2017-03-14,11
Femenino,Universitario,Artes,17.25,89,No,17,5,Alto,7,77,9,3,2016-01-15,20
Femenino,Universitario,Ciencias,12.93,51,Si,22,3,Alto,10,70,1,4,2017-06-28,24
Femenino,Universitario,Ciencias,19.48,86,Si,5,3,Bajo,10,74,1,7,2015-09-08,24
Masculino,Primaria,Artes,8.16,82,Si,12,4,Alto,6,94,4,7,2015-05-14,10
Femenino,Secundaria,Matematicas,14.59,61,No,21,3,Alto,9,91,4,2,2016-02-08,16
Femenino,Universitario,Ciencias,13.39,87,Si,19,2,Bajo,9,96,5,9,2015-04-02,23
Femenino,Secundaria,Artes,13.99,77,Si,20,1,Bajo,8,88,6,3,2016-12-06,13
Masculino,Universitario,Ciencias,16.98,63,Si,14,5,Alto,8,88,6,6,2017-07-23,22
Femenino,Primaria,Artes,19.18,97,No,14,5,Alto,10,71,3,9,2015-02-27,10
Femenino,Universitario,Artes,18.39,59,Si,10,4,Bajo,7,94,8,8,2017-03-05,22
Masculino,Primaria,Ciencias,19.88,89,No,7,3,Medio,7,90,8,1,2016-05-29,8
Masculino,Universitario,Ciencias,11.04,76,Si,13,1,Medio,8,89,6,10,2015-07-01,21
Femenino,Secundaria,Ciencias,10.65,92,No,17,3,Bajo,10,74,6,5,2016-12-17,14
Femenino,Universitario,Ciencias,15.59,95,No,27,1,Bajo,8,70,3,10,2016-03-26,19
Masculino,Secundaria,Matematicas,12.12,62,No,27,4,Alto,8,93,3,6,2017-06-30,12
Femenino,Secundaria,Ciencias,15.27,90,No,23,4,Bajo,9,76,10,10,2016-07-01,12
Masculino,Primaria,Matematicas,13.96,91,No,26,3,Alto,6,75,10,4,2016-11-12,7
Femenino,Primaria,Artes,9.57,73,Si,8,4,Medio,7,70,8,4,2017-07-06,11
Masculino,Primaria,Artes,14.07,65,No,10,4,Bajo,5,83,4,9,2015-06-06,10
Masculino,Universitario,Matematicas,18.01,74,Si,25,3,Bajo,7,98,5,7,2017-10-03,20
Masculino,Secundaria,Artes,11.87,97,Si,25,5,Bajo,9,99,10,3,2016-06-07,14
Masculino,Primaria,Matematicas,17.15,88,No,9,4,Alto,9,97,1,2,2016-11-30,10
Masculino,Universitario,Ciencias,14.14,76,Si,25,3,Bajo,6,84,3,6,2017-04-16,17
Masculino,Secundaria,Artes,18.04,60,No,8,3,Medio,7,79,1,8,2017-10-04,14
Femenino,Universitario,Artes,12.78,71,Si,27,2,Bajo,10,95,9,3,2016-09-29,19
Masculino,Secundaria,Matematicas,19.67,78,Si,21,3,Bajo,5,78,4,7,2017-08-04,15
Masculino,Primaria,Ciencias,11.76,51,Si,18,2,Alto,8,81,8,5,2016-03-11,8
Femenino,Universitario,Matematicas,14.45,65,Si,17,5,Medio,7,79,3,4,2015-03-07,21
Masculino,Universitario,Matematicas,10.65,77,Si,16,5,Medio,7,72,10,6,2017-06-06,22
Masculino,Primaria,Artes,14.85,51,No,14,3,Bajo,10,94,3,1,2016-03-13,11
Femenino,Secundaria,Matematicas,18.24,69,Si,19,5,Medio,6,71,8,8,2016-08-09,16
Femenino,Secundaria,Ciencias,16.72,52,No,18,3,Medio,8,80,3,4,2016-03-25,15
Masculino,Secundaria,Artes,12.24,57,Si,22,2,Alto,7,77,1,9,2015-03-22,12
Femenino,Secundaria,Artes,14.76,55,Si,22,2,Medio,6,96,5,2,2017-05-19,14
Masculino,Primaria,Ciencias,11.55,94,Si,23,3,Bajo,9,72,1,2,2017-02-05,8
Masculino,Universitario,Ciencias,9.67,85,No,10,1,Bajo,8,94,4,10,2015-06-16,20
Masculino,Primaria,Artes,10.9,69,Si,24,4,Alto,8,92,9,5,2017-04-04,7
Femenino,Secundaria,Matematicas,14.99,77,No,7,4,Alto,9,87,8,8,2017-02-27,13
Femenino,Primaria,Artes,16.58,78,No,19,3,Alto,9,97,6,4,2015-05-04,6
Femenino,Universitario,Artes,16.36,61,No,16,4,Bajo,8,87,9,10,2016-08-04,17
Femenino,Universitario,Ciencias,15.76,61,Si,12,3,Bajo,9,82,1,8,2016-02-05,18
Femenino,Universitario,Ciencias,11.33,50,No,22,5,Alto,6,95,5,6,2017-10-01,20
Femenino,Secundaria,Matematicas,14.33,67,Si,14,3,Medio,8,91,6,2,2015-10-11,12
Masculino,Primaria,Ciencias,17.12,70,Si,7,5,Medio,7,76,4,10,2017-09-16,10
Masculino,Universitario,Matematicas,16.33,59,No,6,4,Medio,7,94,8,9,2017-03-29,17
Masculino,Primaria,Matematicas,12.13,99,Si,6,5,Bajo,5,73,3,4,2016-02-11,7
Femenino,Primaria,Matematicas,11.65,99,Si,13,1,Medio,10,84,4,9,2017-07-18,8
Masculino,Universitario,Matematicas,13.32,72,Si,27,2,Bajo,5,80,10,9,2015-02-21,17
Femenino,Secundaria,Ciencias,11.34,80,Si,24,5,Medio,8,85,1,8,2017-06-01,16
Femenino,Secundaria,Artes,18.37,64,No,20,5,Alto,6,87,5,5,2015-03-02,14
Femenino,Primaria,Artes,8.29,88,Si,12,5,Alto,7,96,7,3,2015-07-16,8
Femenino,Primaria,Ciencias,14.53,59,Si,23,5,Medio,6,95,2,7,2016-07-11,9
Femenino,Primaria,Matematicas,15.48,93,No,20,1,Bajo,9,83,4,1,2015-03-29,11
Femenino,Secundaria,Artes,11.53,87,Si,17,3,Alto,7,95,2,4,2016-08-30,14
Masculino,Secundaria,Artes,8.61,82,Si,7,3,Medio,8,80,10,9,2016-07-30,15
Femenino,Secundaria,Artes,8.86,50,Si,26,2,Medio,6,77,3,10,2016-01-17,15
Masculino,Primaria,Artes,9.13,97,No,23,3,Bajo,5,72,5,8,2015-02-02,11
Femenino,Universitario,Artes,9.51,72,No,13,5,Medio,9,93,3,5,2015-03-13,18
Masculino,Primaria,Ciencias,10.73,83,Si,24,1,Bajo,9,78,3,6,2015-01-07,7
Femenino,Primaria,Artes,17.27,92,Si,17,3,Alto,5,92,7,10,2015-11-07,7
Masculino,Secundaria,Ciencias,18.3,75,No,9,2,Medio,5,73,10,10,2017-11-18,13
Femenino,Universitario,Ciencias,15.62,80,No,18,5,Bajo,6,96,1,10,2017-02-21,23
Masculino,Universitario,Ciencias,11.89,97,Si,12,5,Bajo,9,90,7,7,2017-01-18,23
Masculino,Universitario,Artes,18.21,66,No,14,4,Alto,8,82,7,4,2016-03-29,20
Femenino,Universitario,Ciencias,13.91,56,No,10,5,Alto,5,85,6,9,2016-09-15,18
Femenino,Secundaria,Matematicas,8.38,76,Si,13,4,Alto,8,75,6,6,2016-02-19,16
Masculino,Primaria,Ciencias,17.46,94,No,18,4,Alto,9,81,2,1,2016-03-25,8
Masculino,Primaria,Matematicas,9.47,50,Si,25,5,Bajo,7,79,2,8,2016-01-25,8
Masculino,Primaria,Artes,18.43,69,Si,13,2,Bajo,6,83,1,10,2016-09-19,10
Femenino,Primaria,Artes,17.38,67,No,13,3,Bajo,9,81,3,1,2015-09-01,11
Masculino,Universitario,Matematicas,9.62,51,Si,24,2,Bajo,7,71,1,9,2016-02-05,18
Masculino,Universitario,Artes,13.68,89,No,17,4,Medio,9,86,7,5,2017-05-02,20
Masculino,Primaria,Matematicas,10.06,93,Si,27,1,Bajo,7,93,10,6,2016-05-17,6
Masculino,Universitario,Ciencias,9.18,59,No,15,2,Bajo,8,70,9,9,2015-08-28,22
Masculino,Secundaria,Matematicas,15.8,88,No,13,1,Alto,10,78,8,9,2015-09-24,15
Femenino,Universitario,Ciencias,10.62,76,No,29,4,Medio,6,86,9,9,2016-12-18,17
Masculino,Universitario,Artes,11.71,90,Si,14,4,Bajo,7,90,9,3,2016-11-20,18
Femenino,Universitario,Ciencias,16.1,97,No,21,2,Alto,9,84,1,6,2016-11-27,24
Femenino,Primaria,Ciencias,13.03,98,No,29,3,Alto,6,74,10,8,2017-11-29,10
Femenino,Secundaria,Matematicas,19.84,55,No,27,1,Bajo,6,98,1,1,2015-12-09,12
Masculino,Universitario,Matematicas,17.13,86,Si,9,1,Bajo,10,94,10,3,2017-07-15,23
Masculino,Universitario,Artes,13.14,97,Si,27,5,Bajo,7,99,1,8,2016-09-26,17
Femenino,Secundaria,Ciencias,16.91,64,Si,10,5,Medio,7,79,6,7,2017-12-05,12
Femenino,Secundaria,Ciencias,18.26,96,No,12,1,Alto,10,83,7,3,2016-09-04,15
Femenino,Primaria,Matematicas,17.94,64,Si,5,1,Medio,9,76,7,10,2016-05-24,9
Femenino,Secundaria,Artes,10.94,94,No,26,4,Bajo,5,98,5,5,2016-06-17,12
Femenino,Universitario,Matematicas,19.94,96,Si,15,3,Medio,5,85,4,6,2016-09-14,17
Femenino,Universitario,Artes,17.15,88,No,29,5,Alto,7,90,10,9,2016-06-14,22
Femenino,Primaria,Ciencias,17.8,67,Si,13,1,Alto,8,70,5,6,2016-08-27,11
Femenino,Primaria,Ciencias,15.61,54,Si,20,5,Bajo,6,71,6,9,2016-01-28,7
Masculino,Secundaria,Artes,10.62,87,Si,28,1,Bajo,6,81,4,7,2016-08-07,13
Masculino,Universitario,Ciencias,16.51,53,No,9,5,Alto,10,88,4,8,2015-09-11,20
Masculino,Primaria,Matematicas,10.5,53,Si,15,4,Medio,5,83,6,8,2017-07-24,7
Masculino,Primaria,Matematicas,9.92,50,No,23,2,Alto,5,80,2,5,2015-07-24,10
Femenino,Universitario,Artes,14.15,80,No,8,4,Bajo,10,82,5,2,2015-06-02,22
Masculino,Secundaria,Matematicas,10.08,86,No,6,1,Alto,6,95,8,2,2016-11-21,16
Masculino,Universitario,Artes,17.85,58,No,5,1,Alto,9,72,8,3,2017-11-01,23
Femenino,Secundaria,Matematicas,12.14,56,Si,20,3,Alto,8,80,7,6,2016-10-02,12
Femenino,Universitario,Matematicas,14.7,68,Si,28,2,Bajo,6,73,1,2,2015-11-15,21
Femenino,Universitario,Ciencias,15.65,74,Si,17,2,Medio,5,96,10,10,2017-01-28,23
Masculino,Secundaria,Artes,14.56,52,No,22,5,Medio,8,96,8,3,2017-08-17,12
Femenino,Secundaria,Artes,12.99,79,Si,18,1,Medio,6,99,6,8,2016-02-05,12
Femenino,Secundaria,Artes,14.48,74,No,8,4,Bajo,5,95,6,5,2017-02-06,16
Masculino,Universitario,Artes,13.44,98,Si,10,4,Alto,7,72,8,7,2015-06-24,22
Femenino,Primaria,Ciencias,17.22,80,Si,28,1,Medio,7,91,8,1,2015-01-06,9
Masculino,Universitario,Matematicas,10.82,93,Si,7,2,Alto,6,87,3,1,2016-01-05,22
Masculino,Primaria,Ciencias,10.83,58,No,5,2,Bajo,7,95,5,1,2017-10-07,11
Femenino,Secundaria,Ciencias,11.12,56,Si,21,2,Alto,10,81,1,3,2015-05-26,15
Femenino,Primaria,Artes,16.06,63,No,28,2,Medio,8,95,2,3,2017-05-10,7
Masculino,Secundaria,Matematicas,9.34,90,No,6,4,Alto,7,92,7,5,2017-05-05,13
Femenino,Primaria,Matematicas,10.41,80,No,29,3,Alto,8,98,4,2,2017-11-30,11
Femenino,Universitario,Artes,12.82,57,No,23,5,Medio,9,99,6,4,2017-11-30,21
Femenino,Secundaria,Matematicas,16.14,77,Si,11,2,Medio,8,71,6,5,2015-06-23,13
Femenino,Universitario,Artes,9.82,67,Si,8,2,Alto,6,86,9,3,2016-04-29,19
Femenino,Primaria,Artes,13.49,72,No,15,5,Medio,6,76,4,7,2017-11-24,11
Femenino,Universitario,Matematicas,17.19,82,Si,29,2,Medio,5,89,10,4,2017-06-03,19
Masculino,Universitario,Artes,10.23,79,Si,13,3,Medio,8,96,1,10,2017-04-24,20
Masculino,Primaria,Artes,8.24,81,No,8,4,Medio,8,95,4,4,2016-05-11,9
Femenino,Primaria,Artes,10.09,97,Si,22,5,Medio,5,90,3,5,2015-09-07,11
Masculino,Secundaria,Artes,11.29,80,Si,28,5,Medio,10,91,10,3,2017-05-15,12
Masculino,Universitario,Matematicas,18.2,59,Si,27,5,Alto,10,94,1,8,2016-02-13,18
Femenino,Primaria,Artes,18.45,76,No,16,4,Alto,10,97,1,2,2017-07-08,8
Femenino,Universitario,Matematicas,16.98,76,No,25,5,Medio,7,80,8,4,2017-08-29,19
Femenino,Primaria,Ciencias,15.18,50,No,14,4,Bajo,7,85,5,7,2015-05-25,6
Masculino,Secundaria,Matematicas,18.3,71,No,9,5,Alto,8,81,4,8,2017-07-10,16
Masculino,Universitario,Matematicas,8.16,59,No,22,5,Alto,10,78,10,3,2015-10-11,17
Masculino,Universitario,Ciencias,13.26,68,Si,14,3,Bajo,5,81,8,7,2016-05-21,17
Femenino,Universitario,Artes,17.84,87,No,28,1,Alto,5,95,5,1,2016-08-05,21
Masculino,Secundaria,Matematicas,13.45,62,No,15,3,Bajo,7,95,10,7,2017-02-07,12
Femenino,Secundaria,Matematicas,16.13,71,Si,29,4,Medio,7,80,6,6,2016-01-16,15
Masculino,Primaria,Ciencias,10.97,54,No,27,1,Medio,5,76,6,9,2016-07-16,10
Masculino,Secundaria,Ciencias,14.84,90,Si,22,5,Alto,9,94,1,7,2017-10-04,13
Femenino,Universitario,Artes,19.03,73,No,26,2,Bajo,10,99,3,5,2015-07-23,23
Femenino,Universitario,Matematicas,11.1,99,No,17,5,Alto,9,80,3,4,2016-04-19,23
Femenino,Universitario,Matematicas,15.52,51,No,9,3,Medio,6,76,6,5,2015-06-02,19
Masculino,Universitario,Matematicas,16.78,99,Si,17,3,Alto,9,84,5,4,2015-06-12,19
Masculino,Secundaria,Artes,8.72,68,No,5,2,Medio,9,73,2,2,2017-07-23,15
Femenino,Secundaria,Ciencias,14.8,54,Si,26,5,Bajo,8,88,8,3,2017-02-06,13
Femenino,Primaria,Ciencias,14.09,80,Si,8,1,Alto,8,92,8,6,2016-09-20,8
Masculino,Universitario,Artes,10.91,84,No,24,2,Alto,10,89,2,4,2016-02-29,24
Femenino,Secundaria,Ciencias,17.83,78,Si,15,1,Medio,8,70,6,10,2015-01-23,14
Femenino,Secundaria,Ciencias,13.92,63,No,8,2,Bajo,7,70,10,4,2015-08-04,12
Masculino,Universitario,Artes,12.15,75,Si,11,3,Alto,5,98,5,6,2015-04-05,18
Masculino,Universitario,Matematicas,16.97,91,No,5,3,Bajo,8,92,8,3,2016-01-12,21
Femenino,Universitario,Ciencias,8.05,83,No,19,5,Alto,6,80,9,8,2015-10-12,17
Masculino,Primaria,Artes,17.77,92,Si,26,2,Bajo,10,99,10,5,2017-03-26,11
Masculino,Secundaria,Artes,9.64,95,No,19,2,Alto,5,79,5,4,2015-08-06,12
Masculino,Secundaria,Matematicas,15.56,86,No,29,1,Bajo,7,91,3,2,2017-09-25,12
Masculino,Primaria,Ciencias,12.46,55,No,29,3,Bajo,8,85,9,1,2017-12-06,7
Masculino,Secundaria,Matematicas,19.65,99,Si,10,5,Medio,7,81,7,2,2017-07-21,16
Femenino,Universitario,Artes,16.41,85,No,25,1,Bajo,5,76,7,10,2017-02-06,18
Femenino,Universitario,Artes,14.28,76,Si,22,5,Bajo,8,94,8,1,2017-07-05,22
Masculino,Primaria,Ciencias,13.15,54,Si,24,3,Medio,6,91,7,8,2015-03-06,6
Femenino,Primaria,Matematicas,12.39,76,No,24,1,Medio,8,82,3,8,2016-09-09,10
Femenino,Primaria,Artes,14.96,70,Si,28,4,Bajo,7,72,3,2,2015-04-08,10
Femenino,Universitario,Artes,17.7,91,Si,17,3,Medio,9,89,2,1,2017-10-19,17
Femenino,Universitario,Artes,16.28,55,No,10,2,Medio,9,92,3,7,2015-10-02,20
Femenino,Universitario,Matematicas,18.25,97,No,14,5,Alto,9,72,5,6,2016-05-25,21
Femenino,Primaria,Ciencias,14.4,96,No,24,1,Medio,6,77,7,9,2015-04-10,8
Femenino,Primaria,Ciencias,9.26,71,Si,19,3,Medio,10,84,8,9,2016-12-14,8
Masculino,Primaria,Artes,16.06,66,Si,6,4,Bajo,6,71,6,9,2017-07-07,6
Masculino,Primaria,Artes,17.85,61,Si,8,1,Bajo,7,73,6,6,2016-02-08,7
Masculino,Secundaria,Matematicas,14.34,85,Si,21,1,Alto,5,92,6,7,2017-11-22,14
Femenino,Secundaria,Ciencias,10.64,93,Si,16,2,Alto,7,89,10,4,2015-05-08,13
Femenino,Primaria,Matematicas,17.52,87,Si,24,3,Medio,10,94,7,5,2016-01-08,7
Femenino,Secundaria,Ciencias,8.12,77,Si,10,2,Alto,8,90,9,6,2017-11-06,13
Masculino,Primaria,Matematicas,12.97,90,Si,20,5,Bajo,5,80,2,9,2017-06-16,9
Femenino,Primaria,Artes,17.59,95,Si,8,5,Bajo,6,96,4,10,2015-05-19,8
Femenino,Secundaria,Artes,10.65,74,Si,19,1,Alto,8,87,7,4,2017-02-25,16
Masculino,Secundaria,Matematicas,13.86,53,Si,26,4,Alto,10,74,4,9,2015-05-23,12
Masculino,Universitario,Matematicas,17.19,62,Si,24,2,Alto,5,78,7,3,2017-02-24,21
Femenino,Primaria,Ciencias,11.31,64,Si,23,3,Bajo,8,83,1,4,2017-12-05,7
Masculino,Universitario,Matematicas,10.26,74,No,17,3,Medio,8,97,3,5,2015-07-13,24
Femenino,Universitario,Ciencias,10.95,65,No,21,1,Bajo,9,77,5,2,2016-12-11,19
Femenino,Secundaria,Matematicas,12.79,53,Si,25,1,Bajo,5,76,3,1,2016-08-19,13
Masculino,Secundaria,Ciencias,14.07,93,No,10,4,Medio,10,98,9,10,2015-11-18,16
Masculino,Primaria,Artes,12.86,56,No,6,3,Medio,7,79,9,5,2015-06-16,8
Femenino,Universitario,Artes,17.25,94,No,16,3,Alto,6,74,8,3,2016-09-16,19
Femenino,Secundaria,Artes,15.47,69,No,23,1,Bajo,10,96,3,2,2016-05-12,15
Femenino,Secundaria,Matematicas,17.79,72,No,21,3,Alto,7,71,8,9,2015-07-13,14
Femenino,Universitario,Ciencias,11.81,81,Si,6,3,Bajo,7,79,3,5,2015-04-10,23
Masculino,Secundaria,Ciencias,9.87,88,No,20,5,Bajo,9,90,1,8,2017-02-15,14
Masculino,Primaria,Artes,8.55,82,Si,16,4,Medio,6,72,4,6,2016-12-14,11
Femenino,Secundaria,Ciencias,18.39,57,Si,27,1,Alto,8,98,2,2,2016-11-20,14
Masculino,Secundaria,Matematicas,17.6,87,No,5,4,Bajo,10,98,5,9,2015-02-05,12
Femenino,Secundaria,Artes,15.85,67,No,27,5,Medio,9,78,2,8,2016-05-12,13
Masculino,Secundaria,Matematicas,9.17,51,Si,19,5,Bajo,8,91,8,7,2016-06-14,13
Femenino,Secundaria,Artes,12.62,79,Si,6,1,Medio,9,81,7,1,2016-10-01,13
Masculino,Secundaria,Artes,18.15,72,Si,20,5,Bajo,9,70,2,2,2016-08-31,13
Masculino,Universitario,Ciencias,17.4,70,No,23,5,Medio,10,86,8,3,2016-04-21,20
Masculino,Primaria,Artes,18.46,56,No,23,5,Bajo,7,95,7,2,2016-03-25,11
Femenino,Secundaria,Artes,15.27,59,Si,27,1,Alto,6,88,5,10,2017-01-03,14
