Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
Dell,Latitude 5480,Ultrabook,14.0,Intel Core i7 7600U ,8,Intel HD Graphics 620,Linux,1.6,4571.84,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Intel
HP,Omen 17-w207nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1070,Windows 10,3.35,8315.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.16,1243.84,1920x1080,IPSPanel,1.0,1.1,32.0,SSD,0.0,,Intel,Intel
Samsung,Chromebook 3,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.15,1119.04,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,,Intel,Intel
Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.4,4201.6,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,Intel Core i3 7130U ,4,Intel HD Graphics 620,Windows 10,1.7,2491.84,1920x1080,IPSPanel,0.0,2.7,128.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad T570,Workstation,15.6,Intel Core i7 7600U ,16,Nvidia GeForce 940MX,Windows 10,2.3,10171.2,3840x2160,IPSPanel,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ ,16,Nvidia Quadro M2200M,Windows 10,2.5,10187.84,1920x1080,,0.0,2.9,512.0,SSD,0.0,,Intel,Nvidia
Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1600 ,8,AMD Radeon RX 580,Windows 10,3.2,7051.2,1920x1080,,0.0,3.2,256.0,SSD,1000.0,HDD,AMD,AMD
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,2.1,1443.52,1366x768,,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i7 7Y75 ,16,Intel HD Graphics 615,Chrome OS,1.1,9147.84,2400x1600,,1.0,1.3,512.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U ,24,Intel HD Graphics 620,Windows 10,1.32,9909.12,2560x1440,,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Linux,2.0,2325.44,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,17.3,AMD A6-Series 9220 ,8,AMD Radeon R4,Windows 10,2.8,2159.04,1600x900,,0.0,2.5,1000.0,HDD,0.0,,AMD,AMD
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,4,AMD Radeon 530,Windows 10,2.2,3115.84,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
Lenovo,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.36,5944.64,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.2,1451.84,1920x1080,,0.0,1.1,128.0,SSD,0.0,,Intel,Intel
HP,Omen 15-AX205na,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4571.84,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Nvidia GeForce 930MX,Windows 10,1.64,4904.64,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Acer,Aspire ES1-572,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Linux,2.4,1837.89,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Xeon E3-1505M V6 ,8,Nvidia Quadro M620,Windows 10,2.23,8290.88,1920x1080,,0.0,3.0,64.0,FlashStorage,1000.0,HDD,Intel,Nvidia
MSI,GV62 7RD-1686NL,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4275.4,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U ,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,10770.24,2256x1504,,1.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.91,2450.24,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M620,Windows 10,2.17,8216.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
HP,ProBook 650,Workstation,15.6,Intel Core i7 7820HQ ,8,Intel HD Graphics 620,Windows 10,2.31,6381.44,1920x1080,IPSPanel,0.0,2.9,512.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T470,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.65,5595.2,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.36,4072.64,1920x1080,,0.0,1.8,128.0,SSD,1000.0,HDD,Intel,AMD
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.47,1992.64,1366x768,,1.0,1.6,500.0,HDD,0.0,,Intel,Intel
Dell,Alienware 17,Notebook,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,4.42,8511.36,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core M m3-7Y30 ,4,Intel HD Graphics 615,Windows 10 S,1.252,4114.24,2256x1504,,1.0,2.2,128.0,SSD,0.0,,Intel,Intel
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U ,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,7483.84,2256x1504,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.5,2661.98,1600x900,,0.0,2.0,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,2.23,2263.04,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,Nvidia
Acer,TravelMate B,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,1.4,1809.6,1366x768,,0.0,1.6,128.0,SSD,0.0,,Intel,Intel
Asus,Pro P2540UA-AB51,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.37,3115.84,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,Intel Core i7 7500U ,8,AMD Radeon R7 M460,No OS,1.5,3323.84,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,AMD
Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ ,8,Nvidia Quadro M2200M,Windows 10,2.67,8694.4,1920x1080,,0.0,2.9,256.0,SSD,0.0,,Intel,Nvidia
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 500,Windows 10,2.0,1264.64,1366x768,,0.0,1.1,500.0,HDD,0.0,,Intel,Intel
Acer,Aspire 5,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,1951.04,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.02,3157.44,1920x1080,,0.0,1.6,2000.0,HDD,0.0,,Intel,AMD
HP,Omen 17-an006nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1060,Windows 10,3.78,7067.84,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U ,12,Intel HD Graphics 520,Windows 10,1.4,7729.28,2560x1440,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.29,8315.84,3840x2160,IPSPanel,1.0,1.8,512.0,SSD,0.0,,Intel,Intel
HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U ,8,AMD FirePro W4190M ,Windows 10,1.9,4800.64,1920x1080,,0.0,2.5,500.0,HDD,0.0,,Intel,AMD
Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 ,8,Intel HD Graphics 615,Chrome OS,1.1,5304.0,2400x1600,,1.0,1.2,128.0,SSD,0.0,,Intel,Intel
Dell,Latitude 7390,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.42,7662.1,1920x1080,,1.0,1.6,256.0,SSD,0.0,,Intel,Intel
Asus,ZenBook Pro,Notebook,15.6,Intel Core i7 6700HQ ,12,Intel HD Graphics 530,Windows 10,2.06,5403.84,3840x2160,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Intel
Dell,Latitude E5470,Notebook,14.0,Intel Core i3 6100U ,8,Intel HD Graphics 520,Windows 10,1.79,3078.4,1366x768,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M1200,Windows 10,1.78,10017.28,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.7,5674.24,1920x1080,,0.0,2.5,180.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Windows 10,2.2,2808.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,,Intel,AMD
Toshiba,Portege X30-D-10J,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,6955.52,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U ,8,Nvidia GeForce 940MX,Windows 10,2.16,5249.92,1920x1080,IPSPanel,0.0,1.8,512.0,SSD,0.0,,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.18,2440.26,1366x768,,0.0,2.4,1000.0,HDD,0.0,,Intel,Intel
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,3020.16,1920x1080,IPSPanel,0.0,1.6,128.0,SSD,0.0,,Intel,Intel
Chuwi,"Lapbook 15,6",Notebook,15.6,Intel Atom x5-Z8350 ,4,Intel HD Graphics,Windows 10,1.89,1035.42,1920x1080,,0.0,1.44,64.0,FlashStorage,0.0,,Intel,Intel
Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.3,2350.4,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.75,4363.84,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M620,Windows 10,2.17,9726.08,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.06,7899.84,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.36,7479.68,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,Zenbook UX390UA,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,0.91,8112.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 940MX,Windows 10,2.3,4209.88,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel Core i7 7500U ,32,Intel HD Graphics 620,Windows 10,1.05,11643.84,1920x1080,,1.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,VivoBook Pro,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,1.99,5616.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 5,Notebook,15.6,AMD A10-Series 9620P ,8,AMD Radeon RX 540,Windows 10,2.2,2408.64,1366x768,,0.0,2.5,1000.0,HDD,0.0,,AMD,AMD
Asus,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ ,24,Nvidia GeForce GTX 965M,Windows 10,4.33,5279.04,1920x1080,IPSPanel,1.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.3,4571.84,1366x768,IPSPanel,0.0,2.3,180.0,SSD,0.0,,Intel,Intel
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.17,3739.42,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.48,7275.84,1920x1080,,0.0,2.8,1000.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,1.4,3947.84,1920x1080,IPSPanel,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,3789.76,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Asus,VivoBook E201NA,Netbook,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10 S,1.2,1414.4,1366x768,,0.0,1.1,64.0,FlashStorage,0.0,,Intel,Intel
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon 520,Windows 10,1.91,2575.0,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,AMD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.4,6651.84,1920x1080,IPSPanel,1.0,1.6,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,1243.84,1366x768,,0.0,1.1,500.0,HDD,0.0,,Intel,Intel
Lenovo,Chromebook N23,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.25,1102.4,1366x768,,0.0,1.6,16.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.44,3947.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,5091.84,1920x1080,,0.0,2.7,256.0,SSD,1000.0,HDD,Intel,Intel
Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U ,4,Nvidia GeForce MX150,Windows 10,2.2,2550.08,1920x1080,IPSPanel,0.0,1.6,1000.0,HDD,0.0,,Intel,Nvidia
HP,Envy 13-AB002nv,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.34,5503.68,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,No OS,2.4,4779.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,3739.84,1920x1080,IPSPanel,1.0,2.5,128.0,SSD,0.0,,Intel,Intel
Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U ,4,Nvidia GeForce 940MX,Windows 10,2.2,2658.24,1920x1080,,0.0,2.7,500.0,HDD,0.0,,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,3477.76,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.2,5072.04,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i7 8550U ,16,Nvidia GeForce MX150,No OS,1.95,5823.79,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,,Intel,Nvidia
Asus,VivoBook E12,Netbook,11.6,Intel Celeron Dual Core N3350 ,2,Intel HD Graphics 500,Windows 10,1.1,1019.2,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,2.04,2169.32,1366x768,,1.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Asus,ROG Zephyrus,Gaming,15.6,Intel Core i7 7700HQ ,24,Nvidia GeForce GTX1080,Windows 10,2.24,12346.88,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
HP,Probook 450,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.04,3698.24,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,6256.64,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,3.2,5819.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Spectre X360,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.32,5819.84,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.64,5323.68,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 440,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.63,2866.24,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U ,8,AMD Radeon 530,Linux,2.8,3698.24,1920x1080,IPSPanel,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,2.02,5574.4,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U ,4,Nvidia GeForce 920MX,Windows 10,2.2,3323.84,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Nvidia GeForce 920MX ,No OS,2.2,1909.44,1366x768,,0.0,2.0,2000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Windows 10,2.3,2433.6,1920x1080,,0.0,2.5,500.0,HDD,0.0,,Intel,AMD
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7440HQ ,8,Intel HD Graphics 620,Windows 10,1.9,5728.32,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,12533.12,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,3577.6,1920x1080,IPSPanel,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 960M,Windows 10,2.0,5403.84,3840x2160,IPSPanel,0.0,2.7,256.0,SSD,1000.0,HDD,Intel,Nvidia
Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.2,1535.04,1920x1080,IPSPanel,0.0,1.1,32.0,SSD,0.0,,Intel,Intel
Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.3,6859.84,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U ,8,Nvidia GeForce 930MX,Windows 10,1.93,5695.04,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.2,3317.23,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
HP,250 G6,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.86,1659.8,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1060,Windows 10,2.62,7483.84,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.87,3573.44,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,5819.84,3200x1800,,1.0,1.8,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 5468,Notebook,14.0,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.6,3061.22,1920x1080,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
HP,Envy 13-AB020nr,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.34,4763.2,3200x1800,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire 7,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,3319.68,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 ,4,AMD Radeon R2 Graphics,Windows 10,2.0,1451.84,1366x768,,0.0,1.8,500.0,HDD,0.0,,AMD,AMD
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.1,2934.88,1920x1080,,0.0,2.4,128.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad E470,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.87,3265.6,1920x1080,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.15,1923.38,1920x1080,,0.0,2.3,1000.0,HDD,0.0,,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.86,1651.52,1920x1080,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.99,7192.64,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.2,2075.84,1920x1080,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,4646.68,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,11227.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.65,2263.66,1600x900,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.63,5324.8,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
